FID,Street,SHAPE_Leng,Lat,Long
0,7 AVENUE SOUTH,186.0493812,40.73506988,-74.00197135
1,7 AVENUE SOUTH,186.0493812,40.73553459,-74.00169304
2,CHARLES STREET,333.8583418,40.73506988,-74.00197135
3,CHARLES STREET,333.8583418,40.73505409,-74.0020788
4,7 AVENUE,264.8370523,40.73722953,-74.00064726
5,7 AVENUE,264.8370523,40.73786494,-74.00018309
6,GREENWICH AVENUE,181.3804938,40.73767493,-74.00176798
7,GREENWICH AVENUE,181.3804938,40.73784765,-74.0018681
8,CHARLES STREET,111.995823,40.73512781,-74.00157447
9,CHARLES STREET,111.995823,40.73506988,-74.00197135
10,GREENWICH AVENUE,202.9504601,40.73716857,-74.00146275
11,GREENWICH AVENUE,202.9504601,40.73767493,-74.00176798
12,AVENUE OF THE AMERICAS,255.3258781,40.73231522,-74.00051066
13,AVENUE OF THE AMERICAS,255.3258781,40.73292924,-74.00006658
14,WEST 16 STREET,900.7648456,40.73988088,-73.99871271
15,WEST 16 STREET,900.7648456,40.74060331,-74.00042521
16,10 AVENUE,257.2012312,40.75525176,-73.99866067
17,10 AVENUE,257.2012312,40.75587038,-73.9982134
18,WEST 17 STREET,900.4939798,40.74046982,-73.99828702
19,WEST 17 STREET,900.4939798,40.74119341,-74.00000324
20,LINCOLN TUNNEL ENTRANCE,74.47726747,40.75778916,-73.9968009
21,LINCOLN TUNNEL ENTRANCE,74.47726747,40.75793739,-73.99698602
22,WEST 33 STREET,19.06077096,40.75344191,-73.99850459
23,WEST 33 STREET,19.06077096,40.75346752,-73.99856458
24,WEST 8 STREET,497.7528874,40.73294599,-73.99798671
25,WEST 8 STREET,497.7528874,40.7336106,-73.99955589
26,WEST 12 STREET,899.1365803,40.73603591,-73.99780751
27,WEST 12 STREET,899.1365803,40.73722953,-74.00064726
28,LINCOLN TUNNEL ENTRANCE,148.8175731,40.75504559,-73.99509843
29,LINCOLN TUNNEL ENTRANCE,148.8175731,40.75499973,-73.9951611
30,LINCOLN TUNNEL ENTRANCE,148.8175731,40.75496201,-73.9952362
31,LINCOLN TUNNEL ENTRANCE,148.8175731,40.75493509,-73.99532069
32,LINCOLN TUNNEL ENTRANCE,148.8175731,40.75492072,-73.99541032
33,LINCOLN TUNNEL ENTRANCE,148.8175731,40.75491929,-73.99550029
34,LINCOLN TUNNEL ENTRANCE,148.8175731,40.75492992,-73.99558614
35,WEST 39 STREET,46.76332407,40.75705909,-73.99526204
36,WEST 39 STREET,46.76332407,40.75711889,-73.9954114
37,WASHINGTON SQUARE EAST,261.0941693,40.72955223,-73.99657215
38,WASHINGTON SQUARE EAST,261.0941693,40.73015526,-73.99606315
39,WASHINGTON SQUARE EAST,261.0941693,40.72955223,-73.99657215
40,WASHINGTON SQUARE EAST,261.0941693,40.73015526,-73.99606315
41,LINCOLN TUNNEL EXIT,146.4226946,40.75669211,-73.99577441
42,LINCOLN TUNNEL EXIT,146.4226946,40.75668277,-73.99569184
43,LINCOLN TUNNEL EXIT,146.4226946,40.75668925,-73.99560336
44,LINCOLN TUNNEL EXIT,146.4226946,40.75671333,-73.9955171
45,LINCOLN TUNNEL EXIT,146.4226946,40.75675345,-73.99544187
46,LINCOLN TUNNEL EXIT,146.4226946,40.75680501,-73.99538436
47,LINCOLN TUNNEL EXIT,146.4226946,40.7568619,-73.99534734
48,LINCOLN TUNNEL EXIT,130.4236139,40.75675435,-73.99603208
49,LINCOLN TUNNEL EXIT,130.4236139,40.75645452,-73.99577488
50,5 AVENUE,244.6939321,40.73284718,-73.99591437
51,5 AVENUE,244.6939321,40.73343614,-73.99549001
52,GREENE STREET,258.2623087,40.72918053,-73.99581237
53,GREENE STREET,258.2623087,40.72977673,-73.99530831
54,AVENUE OF THE AMERICAS,246.1953923,40.73926838,-73.99544726
55,AVENUE OF THE AMERICAS,246.1953923,40.73986001,-73.99501799
56,MOUNT CARMEL PLACE,243.8275349,40.73986046,-73.9777352
57,MOUNT CARMEL PLACE,243.8275349,40.74044815,-73.97731426
58,MOUNT CARMEL PLACE,243.8275349,40.73986046,-73.9777352
59,MOUNT CARMEL PLACE,243.8275349,40.74044815,-73.97731426
60,VANDERBILT AVENUE,262.8827107,40.75371709,-73.97743259
61,VANDERBILT AVENUE,262.8827107,40.75434868,-73.97697379
62,1 AVENUE,255.8724087,40.73879546,-73.97714765
63,1 AVENUE,255.8724087,40.73940973,-73.97670006
64,2 AVENUE,258.0204145,40.73916829,-73.9799674
65,2 AVENUE,258.0204145,40.73978195,-73.97950261
66,5 AVENUE,259.2267907,40.75478254,-73.97993647
67,5 AVENUE,259.2267907,40.75540497,-73.97948314
68,EAST 47 STREET,285.5189304,40.75598011,-73.9769605
69,EAST 47 STREET,285.5189304,40.75559989,-73.97605934
70,WEST 39 STREET,1018.50586,40.7515773,-73.9822749
71,WEST 39 STREET,1018.50586,40.75293518,-73.98548819
72,LEXINGTON AVENUE,257.6632073,40.75015696,-73.97698571
73,LEXINGTON AVENUE,257.6632073,40.75077551,-73.97653485
74,EAST 51 STREET,509.9373544,40.75916474,-73.97674468
75,EAST 51 STREET,509.9373544,40.75887339,-73.97605213
76,EAST 51 STREET,509.9373544,40.75916474,-73.97674468
77,EAST 51 STREET,509.9373544,40.75887339,-73.97605213
78,EAST 51 STREET,509.9373544,40.75916474,-73.97674468
79,EAST 51 STREET,509.9373544,40.75887339,-73.97605213
80,EAST 51 STREET,509.9373544,40.75916474,-73.97674468
81,EAST 51 STREET,509.9373544,40.75887339,-73.97605213
82,EAST 26 STREET,166.9518091,40.7409554,-73.98228835
83,EAST 26 STREET,166.9518091,40.74073311,-73.98176151
84,1 AVENUE,255.8171983,40.73940973,-73.97670006
85,1 AVENUE,255.8171983,40.73951144,-73.97662567
86,1 AVENUE,255.8171983,40.73940973,-73.97670006
87,1 AVENUE,255.8171983,40.73951144,-73.97662567
88,3 AVENUE,257.4130874,40.7438252,-73.97950791
89,3 AVENUE,257.4130874,40.74444355,-73.9790585
90,EAST 10 STREET,697.1019644,40.72876844,-73.98443161
91,EAST 10 STREET,697.1019644,40.72846331,-73.9837028
92,3 AVENUE,264.1049354,40.74824542,-73.97628767
93,3 AVENUE,264.1049354,40.74872036,-73.97595676
94,EAST 24 STREET,503.7682028,40.74016859,-73.98425772
95,EAST 24 STREET,503.7682028,40.73949844,-73.9826676
96,AVENUE OF THE AMERICAS,281.112516,40.75484205,-73.98411755
97,AVENUE OF THE AMERICAS,281.112516,40.75551635,-73.98362433
98,AVENUE OF THE AMERICAS,281.112516,40.75484205,-73.98411755
99,AVENUE OF THE AMERICAS,281.112516,40.75551635,-73.98362433
100,AVENUE OF THE AMERICAS,281.112516,40.75484205,-73.98411755
101,AVENUE OF THE AMERICAS,281.112516,40.75551635,-73.98362433
102,EAST 39 STREET,479.3843435,40.75017561,-73.9789499
103,EAST 39 STREET,479.3843435,40.74953989,-73.97743506
104,EAST 39 STREET,479.3843435,40.75017561,-73.9789499
105,EAST 39 STREET,479.3843435,40.74953989,-73.97743506
106,EAST 47 STREET,31.90655395,40.75533969,-73.97544623
107,EAST 47 STREET,31.90655395,40.75529969,-73.97534378
108,AVENUE OF THE AMERICAS,260.4304256,40.7586453,-73.98134107
109,AVENUE OF THE AMERICAS,260.4304256,40.75927067,-73.98088575
110,PARK AVENUE SOUTH,257.2688696,40.74394311,-73.9836252
111,PARK AVENUE SOUTH,257.2688696,40.74456031,-73.98317412
112,NATHAN D PERLMAN PLACE,265.119866,40.73269871,-73.98364598
113,NATHAN D PERLMAN PLACE,265.119866,40.73333645,-73.98318529
114,NATHAN D PERLMAN PLACE,265.119866,40.73269871,-73.98364598
115,NATHAN D PERLMAN PLACE,265.119866,40.73333645,-73.98318529
116,5 AVENUE,261.746615,40.75728443,-73.97811607
117,5 AVENUE,261.746615,40.75791142,-73.97765483
118,LEXINGTON AVENUE,255.7425204,40.74141217,-73.98335962
119,LEXINGTON AVENUE,255.7425204,40.74202594,-73.9829118
120,7 AVENUE,260.3198874,40.76109362,-73.98326291
121,7 AVENUE,260.3198874,40.76171852,-73.98280728
122,MADISON AVENUE,257.35972,40.7509051,-73.98067345
123,MADISON AVENUE,257.35972,40.75152198,-73.9802209
124,2 AVENUE,260.7183505,40.74164251,-73.97816815
125,2 AVENUE,260.7183505,40.74225559,-73.97768287
126,EAST 38 STREET,160.057289,40.7484587,-73.97679269
127,EAST 38 STREET,160.057289,40.74824542,-73.97628767
128,5 AVENUE,260.6920187,40.75791142,-73.97765483
129,5 AVENUE,260.6920187,40.75853793,-73.97720027
130,1 AVENUE,244.7173713,40.72784984,-73.98510187
131,1 AVENUE,244.7173713,40.72817683,-73.98485763
132,10 AVENUE,259.8428683,40.7628107,-73.99316479
133,10 AVENUE,259.8428683,40.76328366,-73.99281139
134,10 AVENUE,259.8428683,40.7628107,-73.99316479
135,10 AVENUE,259.8428683,40.76328366,-73.99281139
136,UNION SQUARE WEST,248.1833825,40.73653091,-73.9907524
137,UNION SQUARE WEST,248.1833825,40.73713186,-73.9903307
138,UNION SQUARE WEST,248.1833825,40.73653091,-73.9907524
139,UNION SQUARE WEST,248.1833825,40.73713186,-73.9903307
140,UNION SQUARE WEST,248.1833825,40.73653091,-73.9907524
141,UNION SQUARE WEST,248.1833825,40.73713186,-73.9903307
142,ASTOR PLACE,257.7644429,40.72987869,-73.9907253
143,ASTOR PLACE,257.7644429,40.72955277,-73.98989983
144,ASTOR PLACE,257.7644429,40.72987869,-73.9907253
145,ASTOR PLACE,257.7644429,40.72955277,-73.98989983
146,BROADWAY,269.5263633,40.75940435,-73.98510383
147,BROADWAY,269.5263633,40.76011559,-73.98483618
148,WASHINGTON PLACE,265.0504087,40.7290073,-73.99374703
149,WASHINGTON PLACE,265.0504087,40.72940599,-73.99454694
150,WEST 35 STREET,746.9080865,40.75066071,-73.9877791
151,WEST 35 STREET,746.9080865,40.75165881,-73.99013379
152,3 AVENUE,286.9171447,40.73260371,-73.98768321
153,3 AVENUE,286.9171447,40.73329215,-73.9871805
154,EAST 19 STREET,511.1742556,40.73611433,-73.98431265
155,EAST 19 STREET,511.1742556,40.73543185,-73.98270106
156,WEST 35 STREET,900.5618017,40.75165881,-73.99013379
157,WEST 35 STREET,900.5618017,40.7528534,-73.99297938
158,EAST 17 STREET,20.99704171,40.73659132,-73.98907933
159,EAST 17 STREET,20.99704171,40.73656015,-73.98901559
160,WEST 29 STREET,899.8833246,40.74665928,-73.99006749
161,WEST 29 STREET,899.8833246,40.74785495,-73.99290929
162,BROADWAY,272.8338692,40.75141923,-73.98764454
163,BROADWAY,272.8338692,40.75215893,-73.98749102
164,EAST 24 STREET,16.29486622,40.74087518,-73.98593019
165,EAST 24 STREET,16.29486622,40.740853,-73.98587913
166,BROADWAY,271.8825529,40.75215893,-73.98749102
167,BROADWAY,271.8825529,40.75289242,-73.98731032
168,EAST 4 STREET,524.0209648,40.7278672,-73.99314657
169,EAST 4 STREET,524.0209648,40.72709434,-73.99155208
170,EAST 4 STREET,524.0209648,40.7278672,-73.99314657
171,EAST 4 STREET,524.0209648,40.72709434,-73.99155208
172,7 AVENUE,278.1169664,40.75537296,-73.98744642
173,7 AVENUE,278.1169664,40.7560359,-73.98694874
174,7 AVENUE,278.1169664,40.75537296,-73.98744642
175,7 AVENUE,278.1169664,40.7560359,-73.98694874
176,8 AVENUE,259.0828346,40.7641691,-73.98473394
177,8 AVENUE,259.0828346,40.76426691,-73.98466301
178,EAST 23 STREET,506.6255857,40.73951036,-73.98474231
179,EAST 23 STREET,506.6255857,40.73883181,-73.98314655
180,1 AVENUE,245.762787,40.72817683,-73.98485763
181,1 AVENUE,245.762787,40.72876844,-73.98443161
182,EAST 12 STREET,595.4198512,40.73275415,-73.99003456
183,EAST 12 STREET,595.4198512,40.73196521,-73.98815308
184,WEST 36 STREET,899.1051363,40.75347391,-73.99252856
185,WEST 36 STREET,899.1051363,40.7546876,-73.99535418
186,4 AVENUE,330.8322226,40.73352711,-73.98986852
187,4 AVENUE,330.8322226,40.73443479,-73.98990296
188,4 AVENUE,330.8322226,40.73352711,-73.98986852
189,4 AVENUE,330.8322226,40.73443479,-73.98990296
190,3 AVENUE,129.305236,40.72955277,-73.98989983
191,3 AVENUE,129.305236,40.72985838,-73.98966263
192,MADISON AVENUE,262.2020472,40.74214233,-73.98705619
193,MADISON AVENUE,262.2020472,40.74277169,-73.98659725
194,MADISON AVENUE,262.2020472,40.74214233,-73.98705619
195,MADISON AVENUE,262.2020472,40.74277169,-73.98659725
196,MADISON AVENUE,262.2020472,40.74214233,-73.98705619
197,MADISON AVENUE,262.2020472,40.74277169,-73.98659725
198,10 AVENUE,261.2230348,40.76030016,-73.99498358
199,10 AVENUE,261.2230348,40.76092704,-73.99452593
200,EAST 22 STREET,96.24526375,40.7394929,-73.98677424
201,EAST 22 STREET,96.24526375,40.73936282,-73.98647195
202,WEST 36 STREET,252.1847604,40.75108168,-73.98684991
203,WEST 36 STREET,252.1847604,40.75141923,-73.98764454
204,EAST 11 STREET,547.935891,40.73403431,-73.99504997
205,EAST 11 STREET,547.935891,40.73330377,-73.99332178
206,EAST 11 STREET,547.935891,40.73403431,-73.99504997
207,EAST 11 STREET,547.935891,40.73330377,-73.99332178
208,WEST 43 STREET,523.7887554,40.7596038,-73.99332946
209,WEST 43 STREET,523.7887554,40.76030016,-73.99498358
210,EAST 8 STREET,420.563671,40.73059121,-73.99240764
211,EAST 8 STREET,420.563671,40.73003262,-73.9910797
212,EAST 8 STREET,420.563671,40.73059121,-73.99240764
213,EAST 8 STREET,420.563671,40.73003262,-73.9910797
214,WEST 23 STREET,1022.844776,40.74154808,-73.98957566
215,WEST 23 STREET,1022.844776,40.74291002,-73.99280341
216,WEST 23 STREET,1022.844776,40.74154808,-73.98957566
217,WEST 23 STREET,1022.844776,40.74291002,-73.99280341
218,EAST 22 STREET,16.22732349,40.73954264,-73.98690095
219,EAST 22 STREET,16.22732349,40.73952182,-73.98684919
220,MADISON AVENUE,257.161026,40.74277169,-73.98659725
221,MADISON AVENUE,257.161026,40.74338893,-73.98614709
222,WEST 19 STREET,900.6119114,40.74044198,-73.99459265
223,WEST 19 STREET,900.6119114,40.74164257,-73.9974336
224,WEST 37 STREET,900.9467165,40.75409112,-73.992079
225,WEST 37 STREET,900.9467165,40.75529238,-73.99492142
226,7 AVENUE,252.0621612,40.74910144,-73.99200553
227,7 AVENUE,252.0621612,40.74970592,-73.99156301
228,7 AVENUE,252.0621612,40.74910144,-73.99200553
229,7 AVENUE,252.0621612,40.74970592,-73.99156301
230,3 AVENUE,247.9262503,40.73012098,-73.98946845
231,3 AVENUE,247.9262503,40.73072306,-73.98905157
232,EAST 9 STREET,172.7306631,40.73012098,-73.98946845
233,EAST 9 STREET,172.7306631,40.72990565,-73.98891321
234,BROADWAY,180.3663529,40.74253863,-73.9892344
235,BROADWAY,180.3663529,40.74302996,-73.9891547
236,BROADWAY,180.3663529,40.74253863,-73.9892344
237,BROADWAY,180.3663529,40.74302996,-73.9891547
238,BROADWAY,180.3663529,40.74253863,-73.9892344
239,BROADWAY,180.3663529,40.74302996,-73.9891547
240,BROADWAY,180.3663529,40.74253863,-73.9892344
241,BROADWAY,180.3663529,40.74302996,-73.9891547
242,EAST 19 STREET,507.183795,40.73705001,-73.986535
243,EAST 19 STREET,507.183795,40.73637638,-73.98493339
244,7 AVENUE,260.1440781,40.75671007,-73.98645825
245,7 AVENUE,260.1440781,40.75733935,-73.98601452
246,7 AVENUE,260.1440781,40.75671007,-73.98645825
247,7 AVENUE,260.1440781,40.75733935,-73.98601452
248,WEST 31 STREET,901.0273694,40.74789543,-73.98916652
249,WEST 31 STREET,901.0273694,40.74910144,-73.99200553
250,PARK AVENUE SOUTH,277.7186349,40.7401848,-73.98636142
251,PARK AVENUE SOUTH,277.7186349,40.740853,-73.98587913
252,5 AVENUE,243.1762037,40.73850365,-73.99179769
253,5 AVENUE,243.1762037,40.73908819,-73.99137407
254,WANAMAKER PLACE,42.87213703,40.73062287,-73.99064024
255,WANAMAKER PLACE,42.87213703,40.73056496,-73.99050559
256,MADISON AVENUE,257.7907247,40.74338893,-73.98614709
257,MADISON AVENUE,257.7907247,40.74400764,-73.98569571
258,7 AVENUE,266.1330094,40.75733935,-73.98601452
259,7 AVENUE,266.1330094,40.75797328,-73.98553727
260,7 AVENUE,266.1330094,40.75733935,-73.98601452
261,7 AVENUE,266.1330094,40.75797328,-73.98553727
262,7 AVENUE,266.1330094,40.75733935,-73.98601452
263,7 AVENUE,266.1330094,40.75797328,-73.98553727
264,5 AVENUE,257.2345458,40.74653585,-73.98594857
265,5 AVENUE,257.2345458,40.74715233,-73.98549602
266,9 AVENUE,257.8044646,40.75652768,-73.99401945
267,9 AVENUE,257.8044646,40.75714386,-73.99356195
268,WEST 28 STREET,566.0011699,40.74528637,-73.98872906
269,WEST 28 STREET,566.0011699,40.74604032,-73.99051504
270,EAST 28 STREET,19.53088265,40.74334959,-73.98413729
271,EAST 28 STREET,19.53088265,40.74332472,-73.98407485
272,WEST 45 STREET,675.2388497,40.76184925,-73.99478232
273,WEST 45 STREET,675.2388497,40.76199206,-73.99512063
274,WEST 4 STREET,266.91303,40.72841246,-73.99425279
275,WEST 4 STREET,266.91303,40.72881077,-73.99506104
276,9 AVENUE,261.1514461,40.76411288,-73.98849592
277,9 AVENUE,261.1514461,40.76438983,-73.98829046
278,WEST 45 STREET,369.9687032,40.75797328,-73.98553727
279,WEST 45 STREET,369.9687032,40.75846803,-73.98670349
280,7 AVENUE,257.0704859,40.75797328,-73.98553727
281,7 AVENUE,257.0704859,40.75857363,-73.9850497
282,7 AVENUE,257.0704859,40.75797328,-73.98553727
283,7 AVENUE,257.0704859,40.75857363,-73.9850497
284,UNION SQUARE WEST,266.3974716,40.73588819,-73.99121076
285,UNION SQUARE WEST,266.3974716,40.73653091,-73.9907524
286,UNION SQUARE WEST,266.3974716,40.73588819,-73.99121076
287,UNION SQUARE WEST,266.3974716,40.73653091,-73.9907524
288,EAST 12 STREET,342.7572829,40.73321392,-73.99111356
289,EAST 12 STREET,342.7572829,40.73275415,-73.99003456
290,EAST 25 STREET,491.992862,40.74144438,-73.98536433
291,EAST 25 STREET,491.992862,40.74078988,-73.98381136
292,GRAMERCY PARK EAST,243.9978756,40.73733203,-73.98538721
293,GRAMERCY PARK EAST,243.9978756,40.73792628,-73.98498119
294,GRAMERCY PARK EAST,243.9978756,40.73733203,-73.98538721
295,GRAMERCY PARK EAST,243.9978756,40.73792628,-73.98498119
296,7 AVENUE,257.7793753,40.74661754,-73.99381275
297,7 AVENUE,257.7793753,40.74723522,-73.99335902
298,7 AVENUE,257.7793753,40.74661754,-73.99381275
299,7 AVENUE,257.7793753,40.74723522,-73.99335902
300,7 AVENUE,257.7793753,40.74661754,-73.99381275
301,7 AVENUE,257.7793753,40.74723522,-73.99335902
302,EAST 8 STREET,249.1183771,40.73127614,-73.99403558
303,EAST 8 STREET,249.1183771,40.73094506,-73.99324912
304,EAST 14 STREET,138.5403887,40.73501237,-73.99119899
305,EAST 14 STREET,138.5403887,40.73483915,-73.99075397
306,WEST 24 STREET,206.1490713,40.7459513,-73.99800822
307,WEST 24 STREET,206.1490713,40.74599742,-73.99814252
308,WEST 24 STREET,206.1490713,40.74602939,-73.99828578
309,WEST 24 STREET,206.1490713,40.74602942,-73.99828599
310,WEST 24 STREET,206.1490713,40.74602946,-73.99828619
311,WEST 24 STREET,206.1490713,40.74604174,-73.99839645
312,EAST 21 STREET,135.6256158,40.73871475,-73.98685345
313,EAST 21 STREET,135.6256158,40.73853474,-73.98642507
314,EAST 21 STREET,135.6256158,40.73871475,-73.98685345
315,EAST 21 STREET,135.6256158,40.73853474,-73.98642507
316,EAST 20 STREET,35.69469914,40.73813079,-73.98728864
317,EAST 20 STREET,35.69469914,40.73808413,-73.98717537
318,PARK AVENUE VIADUCT,173.0149095,40.75421255,-73.97686744
319,PARK AVENUE VIADUCT,173.0149095,40.75405516,-73.97627826
320,EAST 26 STREET,21.23644944,40.74208896,-73.98497776
321,EAST 26 STREET,21.23644944,40.7420617,-73.98491001
322,LINCOLN TUNNEL ENTRANCE,218.9474768,40.75844291,-73.9979262
323,LINCOLN TUNNEL ENTRANCE,218.9474768,40.75852648,-73.99812172
324,10 AVENUE,178.2955314,40.75720954,-73.99723374
325,10 AVENUE,178.2955314,40.75763758,-73.99692178
326,LINCOLN TUNNEL ENTRANCE,51.89950931,40.75690933,-73.99548288
327,LINCOLN TUNNEL ENTRANCE,51.89950931,40.75697825,-73.99531893
328,9 AVENUE,82.54988315,40.75199362,-73.99731557
329,9 AVENUE,82.54988315,40.7521934,-73.99717501
330,WEST 42 STREET,239.9727024,40.75962686,-73.9954745
331,WEST 42 STREET,239.9727024,40.75994603,-73.99623223
332,WEST 42 STREET,239.9727024,40.75962686,-73.9954745
333,WEST 42 STREET,239.9727024,40.75994603,-73.99623223
334,WEST 47 STREET,219.4047018,40.7628107,-73.99316479
335,WEST 47 STREET,219.4047018,40.76295724,-73.99351515
336,WEST 47 STREET,219.4047018,40.7628107,-73.99316479
337,WEST 47 STREET,219.4047018,40.76295724,-73.99351515
338,EAST 37 STREET,32.85942554,40.7489859,-73.97995532
339,EAST 37 STREET,32.85942554,40.74894203,-73.9798517
340,EAST 37 STREET,32.85942554,40.7489859,-73.97995532
341,EAST 37 STREET,32.85942554,40.74894203,-73.9798517
342,EAST 23 STREET,497.0554552,40.74087265,-73.9879824
343,EAST 23 STREET,497.0554552,40.74020709,-73.98641663
344,EAST 20 STREET,20.34131032,40.73831219,-73.98774075
345,EAST 20 STREET,20.34131032,40.73828671,-73.98767543
346,LINCOLN TUNNEL BUS EXIT,32.50348174,40.75775477,-73.99522632
347,LINCOLN TUNNEL BUS EXIT,32.50348174,40.75779633,-73.9951225
348,LINCOLN TUNNEL BUS APPROACH,80.73208571,40.75777384,-73.99588162
349,LINCOLN TUNNEL BUS APPROACH,80.73208571,40.75778757,-73.99617247
350,LINCOLN TUNNEL BUS EXIT,133.6507919,40.75779633,-73.9951225
351,LINCOLN TUNNEL BUS EXIT,133.6507919,40.75791311,-73.99466518
352,LINCOLN TUNNEL ENTRANCE,29.56776985,40.75782262,-73.99623894
353,LINCOLN TUNNEL ENTRANCE,29.56776985,40.75786535,-73.99632967
354,LINCOLN TUNNEL BUS APPROACH,41.89161396,40.75760357,-73.99519195
355,LINCOLN TUNNEL BUS APPROACH,41.89161396,40.7575777,-73.99533928
356,LINCOLN TUNNEL BUS EXIT,20.8755499,40.75765968,-73.99529722
357,LINCOLN TUNNEL BUS EXIT,20.8755499,40.75768966,-73.99523301
358,EAST 20 STREET,126.2297343,40.734448,-73.9788027
359,EAST 20 STREET,126.2297343,40.73436965,-73.97864228
360,LINCOLN TUNNEL BUS EXIT,115.7012907,40.75779017,-73.99474231
361,LINCOLN TUNNEL BUS EXIT,115.7012907,40.75779766,-73.9943248
362,9 AVENUE,21.53573956,40.75751405,-73.99329991
363,9 AVENUE,21.53573956,40.75756497,-73.99326043
364,WEST 37 STREET,196.9554577,40.75529238,-73.99492142
365,WEST 37 STREET,196.9554577,40.75555505,-73.99554276
366,COOPER SQUARE,223.2894975,40.7291423,-73.99093054
367,COOPER SQUARE,223.2894975,40.72974083,-73.99075728
368,WEST 40 STREET,53.22225593,40.75779633,-73.9951225
369,WEST 40 STREET,53.22225593,40.75786716,-73.99529052
370,1 AVENUE,122.4795998,40.73377932,-73.98064499
371,1 AVENUE,122.4795998,40.73407371,-73.98043159
372,WEST 40 STREET,180.5606553,40.75881507,-73.99754616
373,WEST 40 STREET,180.5606553,40.75895086,-73.99790208
374,PARK AVENUE VIADUCT,162.623732,40.75230304,-73.97752547
375,PARK AVENUE VIADUCT,162.623732,40.75208926,-73.97701021
376,LINCOLN TUNNEL APPROACH,522.3063571,40.75101885,-73.99803245
377,LINCOLN TUNNEL APPROACH,522.3063571,40.75156803,-73.99932397
378,LINCOLN TUNNEL APPROACH,522.3063571,40.75157111,-73.99932937
379,EAST 23 STREET,18.85285689,40.7401848,-73.98636142
380,EAST 23 STREET,18.85285689,40.74016,-73.98630171
381,LINCOLN TUNNEL BUS APPROACH,22.4074241,40.75778757,-73.99617247
382,LINCOLN TUNNEL BUS APPROACH,22.4074241,40.75782262,-73.99623894
383,LINCOLN TUNNEL BUS APPROACH,95.21280184,40.75804046,-73.99424865
384,LINCOLN TUNNEL BUS APPROACH,95.21280184,40.75803743,-73.99459231
385,LINCOLN TUNNEL BUS APPROACH,324.3027624,40.75763695,-73.99320524
386,LINCOLN TUNNEL BUS APPROACH,324.3027624,40.75804046,-73.99424865
387,WEST 33 STREET,542.5111843,40.75272345,-73.99678949
388,WEST 33 STREET,542.5111843,40.75344191,-73.99850459
389,EAST 42 STREET,177.891261,40.75241013,-73.97834877
390,EAST 42 STREET,177.891261,40.7521676,-73.97779152
391,EAST 40 STREET,479.5752802,40.75152198,-73.9802209
392,EAST 40 STREET,479.5752802,40.75088465,-73.97870642
393,EAST 40 STREET,479.5752802,40.75152198,-73.9802209
394,EAST 40 STREET,479.5752802,40.75088465,-73.97870642
395,WEST 39 STREET,88.47989018,40.75825754,-73.99812939
396,WEST 39 STREET,88.47989018,40.7582984,-73.99822666
397,EAST 20 STREET,39.89711446,40.73496182,-73.97978904
398,EAST 20 STREET,39.89711446,40.73485714,-73.97974674
399,EAST 6 STREET,129.3562956,40.72856797,-73.99112257
400,EAST 6 STREET,129.3562956,40.72852818,-73.9910968
401,EAST 6 STREET,129.3562956,40.72849094,-73.99106512
402,EAST 6 STREET,129.3562956,40.72845675,-73.99102797
403,EAST 6 STREET,129.3562956,40.72842609,-73.99098583
404,EAST 6 STREET,129.3562956,40.72839937,-73.99093929
405,EAST 6 STREET,129.3562956,40.72837695,-73.99088898
406,EAST 6 STREET,129.3562956,40.72835914,-73.99083559
407,EAST 6 STREET,129.3562956,40.72834617,-73.99077983
408,MADISON AVENUE,104.640388,40.74087265,-73.9879824
409,MADISON AVENUE,104.640388,40.74112746,-73.98780815
410,LINCOLN TUNNEL ENTRANCE,148.2817438,40.75613671,-73.99500602
411,LINCOLN TUNNEL ENTRANCE,148.2817438,40.75623564,-73.99497758
412,LINCOLN TUNNEL ENTRANCE,148.2817438,40.75633757,-73.99496725
413,LINCOLN TUNNEL ENTRANCE,148.2817438,40.75643962,-73.99497562
414,LINCOLN TUNNEL ENTRANCE,148.2817438,40.75653884,-73.99500215
415,EAST 20 STREET,164.1481524,40.73522528,-73.98038789
416,EAST 20 STREET,164.1481524,40.73499433,-73.97987932
417,EAST 22 STREET,758.2462239,40.73722212,-73.98139205
418,EAST 22 STREET,758.2462239,40.73621569,-73.97899715
419,LINCOLN TUNNEL BUS EXIT,72.06010418,40.75781532,-73.9966464
420,LINCOLN TUNNEL BUS EXIT,72.06010418,40.75801292,-73.99663529
421,7 AVENUE SOUTH,103.3336263,40.73553459,-74.00169304
422,7 AVENUE SOUTH,103.3336263,40.73579732,-74.00155256
423,WAVERLY PLACE,151.8035999,40.73512781,-74.00157447
424,WAVERLY PLACE,151.8035999,40.73553459,-74.00169304
425,WAVERLY PLACE,238.5875031,40.73384309,-74.00120476
426,WAVERLY PLACE,238.5875031,40.73448282,-74.00138879
427,WAVERLY PLACE,149.968606,40.73343881,-74.00110299
428,WAVERLY PLACE,149.968606,40.73384309,-74.00120476
429,8 AVENUE,243.5195913,40.74367944,-73.9996593
430,8 AVENUE,243.5195913,40.74400701,-73.99941604
431,CHRISTOPHER STREET,239.7090638,40.73397279,-74.00035679
432,CHRISTOPHER STREET,239.7090638,40.73384309,-74.00120476
433,9 AVENUE,196.5910907,40.75101885,-73.99803245
434,9 AVENUE,196.5910907,40.75148764,-73.99768108
